timestamp,underlying,direction,signal_model,signal_score,contract_symbol,broker_symbol,exchange_id,exchange_segment,security_id,expiry,strike,moneyness,resolver_source,ltp,bid,ask,bid_qty,ask_qty,volume,open_interest,spread_pct,health_score,confidence,grade,accepted,reasons,lot_size,quantity,entry_limit,target_price,stop_price,size_fraction
2026-08-27T09:20:15,KOTAKBANK,BULL,BREAKOUT_CONTINUATION,100.0,KOTAKBANK-Sep2026-420-CE,KOTAKBANK 29 SEP 420 CALL,NSE,NSE_FNO,120617,2026-09-29,420.0,ATM,INSTRUMENT_MASTER,9.2,9.15,9.25,2000.0,12000.0,2226000.0,7948000.0,1.09,79.0,A,A,False,PREMIUM_OUTSIDE_20_350,2000,,,,,
2026-08-27T09:20:15,KOTAKBANK,BULL,BREAKOUT_CONTINUATION,100.0,KOTAKBANK-Sep2026-415-CE,KOTAKBANK 29 SEP 415 CALL,NSE,NSE_FNO,88394,2026-09-29,415.0,ITM,INSTRUMENT_MASTER,12.1,12.1,12.25,2000.0,4000.0,1128000.0,4786000.0,1.23,79.0,A,A,False,PREMIUM_OUTSIDE_20_350,2000,,,,,
2026-08-27T09:20:15,KOTAKBANK,BULL,BREAKOUT_CONTINUATION,100.0,KOTAKBANK-Sep2026-425-CE,KOTAKBANK 29 SEP 425 CALL,NSE,NSE_FNO,88396,2026-09-29,425.0,OTM,INSTRUMENT_MASTER,6.7,6.7,6.8,6000.0,16000.0,1394000.0,1790000.0,1.48,83.0,A,A,False,PREMIUM_OUTSIDE_20_350,2000,,,,,
2026-08-27T09:20:15,KOTAKBANK,BULL,BREAKOUT_CONTINUATION,100.0,KOTAKBANK-Sep2026-410-CE,KOTAKBANK 29 SEP 410 CALL,NSE,NSE_FNO,120615,2026-09-29,410.0,ITM,INSTRUMENT_MASTER,15.65,15.55,15.75,4000.0,2000.0,490000.0,3392000.0,1.28,79.0,A,A,False,PREMIUM_OUTSIDE_20_350,2000,,,,,
2026-08-27T09:20:15,KOTAKBANK,BULL,BREAKOUT_CONTINUATION,100.0,KOTAKBANK-Sep2026-430-CE,KOTAKBANK 29 SEP 430 CALL,NSE,NSE_FNO,120619,2026-09-29,430.0,OTM,INSTRUMENT_MASTER,4.7,4.7,4.8,20000.0,8000.0,1488000.0,2512000.0,2.11,79.0,A,A,False,PREMIUM_OUTSIDE_20_350,2000,,,,,
2026-08-27T09:20:15,KOTAKBANK,BULL,BREAKOUT_CONTINUATION,100.0,KOTAKBANK-Sep2026-405-CE,KOTAKBANK 29 SEP 405 CALL,NSE,NSE_FNO,88392,2026-09-29,405.0,ITM,INSTRUMENT_MASTER,19.7,19.25,19.55,2000.0,2000.0,68000.0,908000.0,1.55,76.0,A,A,False,PREMIUM_OUTSIDE_20_350,2000,,,,,
2026-08-27T09:20:15,KOTAKBANK,BULL,BREAKOUT_CONTINUATION,100.0,KOTAKBANK-Sep2026-435-CE,KOTAKBANK 29 SEP 435 CALL,NSE,NSE_FNO,88400,2026-09-29,435.0,OTM,INSTRUMENT_MASTER,3.25,3.2,3.3,44000.0,6000.0,816000.0,852000.0,3.08,79.0,A,A,False,PREMIUM_OUTSIDE_20_350,2000,,,,,
2026-08-27T09:20:15,KOTAKBANK,BULL,BREAKOUT_CONTINUATION,100.0,KOTAKBANK-Sep2026-400-CE,KOTAKBANK 29 SEP 400 CALL,NSE,NSE_FNO,120613,2026-09-29,400.0,ITM,INSTRUMENT_MASTER,23.65,23.7,24.05,2000.0,4000.0,100000.0,2548000.0,1.47,89.0,A,A+,True,,2000,,,,,
2026-08-27T09:20:15,KOTAKBANK,BULL,BREAKOUT_CONTINUATION,100.0,KOTAKBANK-Sep2026-440-CE,KOTAKBANK 29 SEP 440 CALL,NSE,NSE_FNO,120632,2026-09-29,440.0,OTM,INSTRUMENT_MASTER,2.4,2.3,2.4,18000.0,38000.0,552000.0,1374000.0,4.26,77.0,A,A,False,PREMIUM_OUTSIDE_20_350,2000,,,,,
2026-08-27T09:20:17,JSWSTEEL,BULL,BREAKOUT_CONTINUATION,100.0,JSWSTEEL-Sep2026-1340-CE,JSWSTEEL 29 SEP 1340 CALL,NSE,NSE_FNO,86805,2026-09-29,1340.0,ATM,INSTRUMENT_MASTER,38.5,38.45,38.95,1350.0,675.0,261900.0,529875.0,1.29,89.0,A,A+,True,,675,675,39.03,44.88,36.1,1.0
2026-08-27T09:20:17,JSWSTEEL,BULL,BREAKOUT_CONTINUATION,100.0,JSWSTEEL-Sep2026-1320-CE,JSWSTEEL 29 SEP 1320 CALL,NSE,NSE_FNO,119288,2026-09-29,1320.0,ITM,INSTRUMENT_MASTER,50.9,50.9,51.3,1350.0,675.0,33750.0,456300.0,0.78,83.0,A,A,True,,675,,,,,
