timestamp,symbol,candle_time,direction,decision,score_pct,model,blockers,close_5m,ema_5m,rsi_5m,roc_5m,rvol,rvol_required,vwap_session,vwap_weekly,supertrend,st_direction,close_15m,ema_15m,rsi_15m,roc_15m,adx_15m,bull_direction_ok,bear_direction_ok,vwap_bull,vwap_bear,breakout_bull,breakout_bear,trend_continuation_bull,trend_continuation_bear
2026-08-26T14:27:13,BEL,2026-08-26 14:20:00+05:30,BEAR,NO_SIGNAL,60.0,VWAP_PULLBACK,MACRO_BEAR|RVOL,408.85,409.3752,41.93,-0.098,0.98,1.1,409.1929,408.9738,410.3223,BEAR,409.3,409.3387,49.8,0.122,9.49,False,True,False,True,False,False,False,False
2026-08-26T14:27:14,TATACONSUM,2026-08-26 14:20:00+05:30,BEAR,NEAR,80.0,,ENTRY_TRIGGER,1042.1,1043.588,40.12,-0.048,1.39,1.1,1047.6361,1051.9986,1046.2406,BEAR,1042.5,1047.1045,34.36,-0.676,23.32,False,True,False,False,False,False,False,False
2026-08-26T14:27:14,BAJAJ-AUTO,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,20.0,,MACRO_BULL|ABOVE_WVWAP|RVOL|ENTRY_TRIGGER,11798.0,11787.3328,54.78,0.306,0.857,1.1,11817.03,11803.0234,11758.8109,BULL,11796.0,11799.345,48.89,-0.623,21.61,False,False,False,True,False,False,False,False
2026-08-26T14:27:15,NESTLEIND,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,20.0,,MACRO_BULL|ABOVE_WVWAP|RVOL|ENTRY_TRIGGER,1453.5,1454.3168,46.09,0.0,1.098,1.1,1459.9802,1464.2605,1450.1989,BULL,1454.3,1457.5745,40.11,-0.561,18.43,False,False,False,False,False,False,False,False
2026-08-26T14:27:15,BAJFINANCE,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,60.0,VWAP_PULLBACK,MACRO_BULL|RVOL,1088.8,1087.4276,61.48,0.221,0.86,1.1,1088.1533,1083.8902,1084.4961,BULL,1087.7,1086.5845,54.45,-0.028,23.73,True,False,True,False,True,False,False,False
2026-08-26T14:27:16,HINDALCO,2026-08-26 14:20:00+05:30,BULL,NEAR,80.0,,ENTRY_TRIGGER,1050.85,1049.0614,64.97,0.349,2.429,1.1,1047.8454,1049.9761,1047.3739,BULL,1050.7,1047.9303,58.93,0.272,30.73,True,False,False,False,False,False,False,False
2026-08-26T14:27:17,NTPC,2026-08-26 14:20:00+05:30,BEAR,NO_SIGNAL,40.0,,MACRO_BEAR|RVOL|ENTRY_TRIGGER,336.3,336.8005,28.79,-0.178,0.652,1.1,340.885,339.2304,337.0577,BEAR,336.35,337.7947,38.33,-0.884,19.7,False,True,False,False,False,False,False,False
2026-08-26T14:27:17,HDFCLIFE,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,60.0,,RVOL|ENTRY_TRIGGER,560.0,560.2328,50.0,-0.107,1.001,1.1,558.1343,554.4221,558.9717,BULL,560.15,557.7176,62.41,0.242,38.07,False,False,False,False,False,False,False,False
2026-08-26T14:27:18,SBILIFE,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,20.0,,MACRO_BULL|ST_BULL|RVOL|ENTRY_TRIGGER,1774.6,1777.0051,41.73,-0.202,1.089,1.1,1776.8941,1767.4803,1782.6547,BEAR,1775.5,1775.3427,51.73,-0.465,27.81,False,True,False,False,False,False,False,False
2026-08-26T14:27:18,HINDUNILVR,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,40.0,,MACRO_BULL|ST_BULL|ENTRY_TRIGGER,2024.8,2026.6212,34.9,-0.064,1.499,1.1,2035.3277,2023.2561,2029.1244,BEAR,2024.7,2028.9083,41.84,-0.692,21.78,False,True,False,False,False,False,False,False
2026-08-26T14:27:19,MARUTI,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,40.0,,MACRO_BULL|ST_BULL|ENTRY_TRIGGER,13568.0,13600.2293,25.51,-0.301,1.449,1.1,13639.6527,13565.1777,13612.8144,BEAR,13583.0,13610.8708,42.6,-0.6,17.71,False,True,False,False,False,False,False,False
2026-08-26T14:27:20,ITC,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,20.0,,MACRO_BULL|ST_BULL|RVOL|ENTRY_TRIGGER,271.4,271.349,51.04,0.111,1.003,1.1,272.1114,270.0565,271.6461,BEAR,271.35,271.2498,53.16,-0.312,26.47,False,False,False,False,False,False,False,False
2026-08-26T14:27:20,TMPV,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,60.0,,MACRO_BULL|ENTRY_TRIGGER,314.95,315.2051,42.86,-0.127,2.421,1.1,315.3907,314.18,314.6033,BULL,315.1,314.9715,52.86,-0.032,26.23,False,True,False,False,False,False,False,True
2026-08-26T14:27:21,ADANIPORTS,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,20.0,,MACRO_BULL|ST_BULL|RVOL|ENTRY_TRIGGER,1695.5,1695.3741,50.52,0.006,0.804,1.1,1700.7404,1689.4246,1698.8877,BEAR,1695.8,1694.6808,53.81,-0.1,24.36,False,False,False,False,False,False,False,False
2026-08-26T14:27:21,DRREDDY,2026-08-26 14:20:00+05:30,BULL,NEAR,80.0,BREAKOUT_CONTINUATION,MACRO_BULL,1192.5,1189.4695,66.22,0.21,5.776,1.1,1188.1847,1186.3911,1186.9872,BULL,1190.9,1187.5636,58.83,0.489,16.5,True,False,False,False,True,False,False,False
2026-08-26T14:27:22,WIPRO,2026-08-26 14:20:00+05:30,BEAR,NO_SIGNAL,60.0,,RVOL|ENTRY_TRIGGER,177.35,177.3823,43.73,0.0,0.222,1.1,178.4828,180.1668,177.3694,BEAR,177.34,178.2549,33.48,-1.038,36.35,False,False,False,False,False,False,False,False
2026-08-26T14:27:23,ONGC,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,20.0,,MACRO_BULL|ABOVE_WVWAP|RVOL|ENTRY_TRIGGER,233.21,233.0931,56.14,0.198,0.721,1.1,232.6213,234.7273,232.632,BULL,233.21,233.1368,48.32,0.241,39.86,True,False,False,False,False,False,False,False
2026-08-26T14:27:23,SBIN,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,20.0,,MACRO_BULL|ST_BULL|RVOL|ENTRY_TRIGGER,1055.0,1055.1829,47.73,0.028,0.853,1.1,1057.0032,1041.824,1057.4573,BEAR,1055.0,1053.8178,58.13,-0.114,36.09,False,False,False,False,False,False,False,False
2026-08-26T14:27:24,EICHERMOT,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,60.0,,MACRO_BULL|ENTRY_TRIGGER,8091.0,8087.3668,55.46,0.124,1.234,1.1,8074.6789,8042.63,8074.676,BULL,8090.5,8073.5745,64.57,-0.006,46.93,True,False,False,False,False,False,False,False
2026-08-26T14:27:24,COALINDIA,2026-08-26 14:20:00+05:30,BEAR,NEAR,80.0,BREAKOUT_CONTINUATION,MACRO_BEAR,403.65,404.2584,42.86,-0.111,1.885,1.1,403.4791,404.2294,405.3528,BEAR,404.95,403.6353,63.5,0.434,23.01,False,True,False,False,False,True,False,False
2026-08-26T14:27:25,BAJAJFINSV,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,20.0,,MACRO_BULL|ST_BULL|RVOL|ENTRY_TRIGGER,2011.1,2010.541,51.45,0.194,0.804,1.1,2013.4132,2007.3849,2014.3559,BEAR,2010.9,2010.1189,52.25,0.045,14.56,False,False,False,False,False,False,False,False
2026-08-26T14:27:26,MAXHEALTH,2026-08-26 14:20:00+05:30,BULL,NO_SIGNAL,40.0,,MACRO_BULL|RVOL|ENTRY_TRIGGER,1016.7,1017.0185,49.42,0.286,0.699,1.1,1015.6801,998.8846,1014.3276,BULL,1017.5,1014.3845,58.89,-0.411,47.3,False,False,False,False,False,False,False,False
